Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,implied_base_sales,cost,capped_sales,capped_profit,profit_delta
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,748.752,8,0.4,-162.2296,1247.92,910.9816,998.3360000000001,87.35440000000017,249.58400000000017
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,776.85,5,0.4,-181.265,1294.75,958.115,1035.8,77.68499999999995,258.94999999999993
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,791.964,6,0.4,-131.994,1319.94,923.9580000000001,1055.952,131.99399999999991,263.98799999999994
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.2,4,0.4,-186.16,1432.0000000000002,1045.3600000000001,1145.6000000000001,100.24000000000001,286.4
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,1499.97,5,0.4,-374.9925,2499.9500000000003,1874.9625,1999.9600000000003,124.99750000000017,499.9900000000002
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,1931.958,7,0.4,-386.3916,3219.9300000000003,2318.3496,2575.9440000000004,257.5944000000004,643.9860000000003
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Bookcases,521.96,4,0.5,-250.5408,1043.92,772.5008,835.1360000000001,62.635200000000054,313.17600000000004
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Furniture,Chairs,422.058,3,0.3,-18.0882,602.94,440.1462,482.3520000000001,42.20580000000007,60.29400000000007
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,37.896,4,0.7,-29.0536,126.31999999999998,66.9496,101.05599999999998,34.10639999999998,63.15999999999998
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,38.088,4,0.7,-27.9312,126.95999999999998,66.0192,101.56799999999998,35.548799999999986,63.47999999999999
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,240.744,4,0.3,-13.7568,343.92,254.5008,275.136,20.635200000000026,34.392000000000024
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,385.686,1,0.3,-60.6078,550.98,446.2938,440.78400000000005,-5.509799999999927,55.09800000000007
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,637.896,3,0.3,-127.5792,911.28,765.4752,729.024,-36.45119999999997,91.12800000000003
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Furniture,Tables,493.92,7,0.3,-28.224,705.6,522.144,564.48,42.33600000000001,70.56000000000002
Same Day,Consumer,United States,Wheeling,West Virginia,26003,East,Furniture,Tables,673.344,3,0.3,-76.9536,961.9200000000002,750.2976000000001,769.5360000000002,19.23840000000007,96.19200000000006
Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,2.952,2,0.7,-2.1648,9.839999999999998,5.1168,7.871999999999999,2.7551999999999994,4.92
Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,9.888,2,0.7,-6.9216,32.959999999999994,16.8096,26.367999999999995,9.558399999999995,16.479999999999997
Standard Class,Corporate,United States,Apopka,Florida,32712,South,Office Supplies,Binders,27.018,6,0.7,-21.6144,90.05999999999999,48.632400000000004,72.04799999999999,23.415599999999984,45.02999999999999
First Class,Consumer,United States,Boca Raton,Florida,33433,South,Office Supplies,Binders,39.936,4,0.7,-26.624,133.11999999999998,66.56,106.49599999999998,39.93599999999998,66.55999999999997
Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Binders,37.425,5,0.7,-29.94,124.74999999999997,67.365,99.79999999999998,32.43499999999999,62.374999999999986
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Furniture,Tables,191.5155,1,0.45,-76.6062,348.21,268.12170000000003,278.568,10.446299999999951,87.05249999999995
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,0.7,-3.6288,17.279999999999998,8.8128,13.823999999999998,5.011199999999999,8.639999999999999
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Tables,331.023,7,0.45,-114.3534,601.86,445.3764,481.48800000000006,36.11160000000007,150.46500000000006
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Tables,957.5775,5,0.45,-383.031,1741.0499999999997,1340.6085,1392.84,52.23149999999987,435.2624999999999
Second Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,7.764,4,0.7,-5.176,25.879999999999995,12.940000000000001,20.703999999999997,7.763999999999996,12.939999999999996
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,28.752,8,0.7,-21.0848,95.83999999999999,49.8368,76.672,26.8352,47.92
Second Class,Consumer,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,5.388,4,0.7,-4.49,17.959999999999997,9.878,14.367999999999999,4.489999999999998,8.979999999999999
First Class,Home Office,United States,Hialeah,Florida,33012,South,Office Supplies,Binders,398.352,8,0.7,-331.96,1327.8399999999997,730.3119999999999,1062.2719999999997,331.9599999999998,663.9199999999998
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,32.985,3,0.5,-1.9791,65.97,34.9641,52.776,17.8119,19.791
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,120.0,2,0.5,-7.2,240.0,127.2,192.0,64.8,72.0
Second Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,11.52,5,0.7,-7.68,38.39999999999999,19.2,30.719999999999995,11.519999999999996,19.199999999999996
Standard Class,Home Office,United States,Hollywood,Florida,33021,South,Office Supplies,Binders,15.57,3,0.7,-11.418,51.89999999999999,26.988,41.519999999999996,14.531999999999996,25.949999999999996
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,383.438,4,0.45,-167.3184,697.16,550.7564,557.728,6.971599999999967,174.28999999999996
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Tables,721.875,6,0.45,-420.0,1312.5,1141.875,1050.0,-91.875,328.125
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468,1696.8399999999997,1391.4088,1357.4719999999998,-33.936800000000176,424.2099999999998
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.167,1,0.7,-0.8558,3.8899999999999997,2.0228,3.112,1.0892,1.9449999999999998
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.365,1,0.7,-0.91,4.549999999999999,2.275,3.6399999999999992,1.3649999999999993,2.2749999999999995
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.419,3,0.7,-3.0933,14.729999999999997,7.5123,11.783999999999999,4.271699999999999,7.364999999999999
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.812,2,0.7,-3.6892,16.04,8.5012,12.832,4.3308,8.02
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,10.38,2,0.7,-7.612,34.599999999999994,17.992,27.679999999999996,9.687999999999995,17.299999999999997
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,12.828,2,0.7,-8.9796,42.75999999999999,21.8076,34.20799999999999,12.40039999999999,21.37999999999999
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,13.392,8,0.7,-9.8208,44.63999999999999,23.2128,35.711999999999996,12.499199999999995,22.319999999999993
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,17.43,1,0.7,-13.363,58.09999999999999,30.793,46.47999999999999,15.68699999999999,29.04999999999999
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,57.582,3,0.7,-44.1462,191.93999999999997,101.7282,153.552,51.82379999999999,95.97
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,68.742,9,0.7,-48.1194,229.14,116.8614,183.312,66.45060000000001,114.57000000000001
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,821.3,4,0.5,-16.426,1642.6,837.726,1314.08,476.3539999999999,492.7799999999999
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,22638.48,6,0.5,-1811.0784,45276.96,24449.558399999998,36221.568,11772.009600000001,13583.088000000002
Standard Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Tables,562.2925,7,0.45,-255.5875,1022.3499999999999,817.88,817.88,0.0,255.5875
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,3.768,2,0.7,-3.14,12.559999999999997,6.9079999999999995,10.047999999999998,3.139999999999999,6.279999999999999
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,33.57,5,0.7,-25.737,111.89999999999999,59.307,89.52,30.212999999999994,55.94999999999999
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,78.6,5,0.7,-62.88,261.99999999999994,141.48,209.59999999999997,68.11999999999998,130.99999999999997
Second Class,Consumer,United States,Miami,Florida,33178,South,Furniture,Tables,174.0585,3,0.45,-110.7645,316.46999999999997,284.823,253.176,-31.64699999999999,79.1175
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.869,1,0.7,-1.3083,6.229999999999999,3.1773,4.983999999999999,1.8066999999999993,3.1149999999999993
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,1.872,2,0.7,-1.3104,6.239999999999999,3.1824000000000003,4.992,1.8095999999999997,3.1199999999999997
First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208,12.479999999999999,6.364800000000001,9.984,3.6191999999999993,6.239999999999999
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,7.23,5,0.7,-5.784,24.099999999999998,13.014,19.28,6.266000000000002,12.05
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,11.214,2,0.7,-8.5974,37.379999999999995,19.8114,29.903999999999996,10.092599999999997,18.689999999999998
Standard Class,Consumer,United States,Miami,Florida,33142,South,Office Supplies,Binders,12.294,1,0.7,-8.6058,40.98,20.8998,32.784,11.8842,20.490000000000002
First Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,15.57,3,0.7,-11.937,51.89999999999999,27.506999999999998,41.519999999999996,14.012999999999998,25.949999999999996
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,16.146,9,0.7,-12.9168,53.81999999999999,29.062800000000003,43.056,13.993199999999995,26.909999999999997
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,38.52,3,0.7,-26.964,128.39999999999998,65.48400000000001,102.71999999999998,37.235999999999976,64.19999999999997
Standard Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Binders,62.88,4,0.7,-50.304,209.59999999999997,113.184,167.67999999999998,54.49599999999998,104.79999999999998
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,64.2,5,0.7,-42.8,213.99999999999997,107.0,171.2,64.19999999999999,106.99999999999999
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,121.104,6,0.7,-100.92,403.67999999999995,222.024,322.94399999999996,100.91999999999996,201.83999999999997
Second Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,505.176,4,0.7,-336.784,1683.9199999999996,841.96,1347.1359999999997,505.1759999999997,841.9599999999997
Standard Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Binders,1345.485,5,0.7,-1031.5385,4484.949999999999,2377.0235000000002,3587.959999999999,1210.936499999999,2242.474999999999
Second Class,Corporate,United States,Miramar,Florida,33023,South,Office Supplies,Binders,20.232,8,0.7,-16.1856,67.43999999999998,36.4176,53.95199999999999,17.53439999999999,33.71999999999999
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Binders,4.086,2,0.7,-2.9964,13.62,7.0824,10.896,3.813600000000001,6.8100000000000005
Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,6.642,9,0.7,-4.428,22.139999999999997,11.07,17.712,6.6419999999999995,11.07
Standard Class,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,2.808,3,0.7,-1.9656,9.359999999999998,4.7736,7.487999999999999,2.7143999999999986,4.679999999999999
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994,24.779999999999998,13.1334,19.823999999999998,6.690599999999998,12.389999999999997
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867,32.699999999999996,16.677,26.159999999999997,9.482999999999997,16.349999999999998
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,375.4575,3,0.45,-157.0095,682.6499999999999,532.467,546.1199999999999,13.652999999999906,170.6624999999999
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.882,2,0.7,-2.588,12.939999999999998,6.470000000000001,10.351999999999999,3.881999999999998,6.469999999999998
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,4.554,3,0.7,-3.4914,15.179999999999998,8.0454,12.143999999999998,4.098599999999998,7.589999999999998
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,25.019999999999996,13.5108,20.016,6.5051999999999985,12.509999999999998
First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,2.214,3,0.7,-1.476,7.379999999999999,3.69,5.904,2.214,3.69
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,4.662,3,0.7,-3.7296,15.539999999999997,8.3916,12.431999999999999,4.040399999999998,7.769999999999998
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Binders,5.238,2,0.7,-4.0158,17.459999999999997,9.2538,13.967999999999998,4.714199999999998,8.729999999999997
Standard Class,Consumer,United States,Port Saint Lucie,Florida,34952,South,Office Supplies,Binders,2.694,2,0.7,-2.245,8.979999999999999,4.939,7.183999999999999,2.244999999999999,4.489999999999999
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.264,2,0.7,-13.3936,60.87999999999999,31.6576,48.70399999999999,17.046399999999995,30.439999999999994
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Binders,18.336,2,0.7,-12.224,61.11999999999998,30.56,48.89599999999999,18.335999999999988,30.559999999999988
Standard Class,Home Office,United States,Sanford,Florida,32771,South,Office Supplies,Binders,4.842,3,0.7,-3.5508,16.139999999999997,8.3928,12.911999999999999,4.5192,8.07
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,5.607,3,0.7,-3.9249,18.689999999999998,9.5319,14.951999999999998,5.420099999999998,9.344999999999999
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,8.226,3,0.7,-6.0324,27.419999999999998,14.258400000000002,21.936,7.677599999999998,13.709999999999997
First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.7,2,0.5,-27.828,1391.4,723.528,1113.1200000000001,389.5920000000001,417.4200000000001
Second Class,Home Office,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,3.444,1,0.7,-2.5256,11.479999999999999,5.9696,9.184,3.2143999999999995,5.739999999999999
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,846.8599999999999,423.43,677.4879999999999,254.05799999999994,423.42999999999995
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,425.2,335.908,340.16,4.2520000000000095,106.30000000000001
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,1128.3899999999999,868.8603,902.712,33.85169999999994,282.09749999999997
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,3.762,3,0.7,-2.7588,12.539999999999997,6.5207999999999995,10.031999999999998,3.5111999999999988,6.269999999999999
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,17.759999999999998,8.88,14.207999999999998,5.327999999999998,8.879999999999997
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,7.218,3,0.7,-5.5338,24.059999999999995,12.7518,19.247999999999998,6.496199999999998,12.029999999999998
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,12.645,5,0.7,-10.116,42.14999999999999,22.761,33.71999999999999,10.958999999999993,21.074999999999992
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,34.86,2,0.7,-26.726,116.19999999999997,61.586,92.95999999999998,31.37399999999998,58.09999999999998
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,38.19,5,0.7,-26.733,127.29999999999997,64.923,101.83999999999997,36.91699999999997,63.64999999999998
Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,43.188,4,0.7,-31.6712,143.95999999999998,74.8592,115.16799999999999,40.30879999999999,71.97999999999999
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,45.66,5,0.7,-33.484,152.19999999999996,79.144,121.75999999999998,42.61599999999997,76.09999999999997
Standard Class,Corporate,United States,Tampa,Florida,33614,South,Technology,Machines,265.475,1,0.5,-111.4995,530.95,376.97450000000003,424.76000000000005,47.78550000000001,159.28500000000003
Second Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Binders,19.008,8,0.7,-12.672,63.359999999999985,31.68,50.68799999999999,19.00799999999999,31.67999999999999
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Furniture,Tables,630.024,4,0.4,-199.5076,1050.04,829.5316,840.032,10.500400000000013,210.008
Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Furniture,Tables,1781.682,7,0.4,-653.2834,2969.4700000000003,2434.9654,2375.5760000000005,-59.38939999999957,593.8940000000005
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504,5443.959999999999,2939.7384,4355.168,1415.4295999999995,2721.9799999999996
Same Day,Corporate,United States,Burlington,North Carolina,27217,South,Technology,Machines,7999.98,4,0.5,-3839.9904,15999.96,11839.9704,12799.968,959.9976000000006,4799.988000000001
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,154.764,3,0.4,-36.1116,257.94000000000005,190.87560000000002,206.35200000000006,15.47640000000004,51.588000000000044
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,472.518,3,0.4,-149.6307,787.53,622.1487,630.024,7.875300000000038,157.50600000000003
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,876.3,10,0.4,-292.1,1460.5,1168.4,1168.4,0.0,292.1
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,17.22,5,0.7,-12.628,57.399999999999984,29.848,45.91999999999999,16.07199999999999,28.69999999999999
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,62.15999999999999,31.08,49.727999999999994,18.647999999999996,31.08
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,22.911,7,0.7,-17.5651,76.36999999999999,40.4761,61.096,20.619899999999994,38.184999999999995
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,27.396,3,0.7,-20.0904,91.32,47.4864,73.056,25.569599999999994,45.66
Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,27.882,3,0.7,-20.4468,92.94,48.3288,74.352,26.023200000000003,46.47
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,35.784,7,0.7,-28.6272,119.27999999999997,64.4112,95.42399999999998,31.012799999999984,59.639999999999986
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,50.454,6,0.7,-33.636,168.17999999999998,84.09,134.54399999999998,50.45399999999998,84.08999999999997
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,68.541,11,0.7,-52.5481,228.46999999999994,121.0891,182.77599999999995,61.68689999999995,114.23499999999996
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,2624.985,3,0.5,-944.9946,5249.97,3569.9796,4199.976000000001,629.9964000000004,1574.9910000000004
Second Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Tables,4297.644,13,0.4,-1862.3124,7162.740000000001,6159.9564,5730.192000000001,-429.7643999999991,1432.548000000001
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.048,7,0.7,-4.2336,20.159999999999997,10.281600000000001,16.127999999999997,5.846399999999996,10.079999999999995
Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,7.23,5,0.7,-5.784,24.099999999999998,13.014,19.28,6.266000000000002,12.05
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,13.272,8,0.7,-10.6176,44.239999999999995,23.8896,35.391999999999996,11.502399999999994,22.119999999999994
Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,28.782,6,0.7,-21.1068,95.93999999999998,49.8888,76.752,26.863199999999992,47.96999999999999
Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Binders,189.588,2,0.7,-145.3508,631.9599999999999,334.9388,505.568,170.62919999999997,315.97999999999996
First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Furniture,Tables,523.764,3,0.4,-192.0468,872.94,715.8108,698.3520000000001,-17.458799999999883,174.5880000000001
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,4.095,3,0.7,-2.73,13.649999999999997,6.824999999999999,10.919999999999998,4.094999999999999,6.824999999999999
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,7.644,4,0.7,-5.8604,25.479999999999997,13.5044,20.384,6.8796,12.74
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,12.06,5,0.7,-10.05,40.199999999999996,22.11,32.16,10.049999999999997,20.099999999999998
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,51.465,5,0.7,-39.4565,171.54999999999998,90.92150000000001,137.23999999999998,46.31849999999997,85.77499999999998
Standard Class,Corporate,United States,Greenville,North Carolina,27834,South,Office Supplies,Binders,17.616,4,0.7,-14.0928,58.71999999999999,31.7088,46.976,15.267199999999999,29.36
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,1299.99,2,0.5,-571.9956,2599.98,1871.9856,2079.984,207.99839999999995,779.9939999999999
Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,4.572,4,0.7,-3.81,15.239999999999998,8.382,12.192,3.8100000000000005,7.620000000000001
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Tables,945.036,6,0.4,-299.2614,1575.06,1244.2974,1260.048,15.750600000000077,315.01200000000006
Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,11.232,8,0.7,-8.2368,37.43999999999999,19.4688,29.951999999999995,10.483199999999993,18.71999999999999
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,12.843,3,0.7,-9.8463,42.809999999999995,22.6893,34.248,11.558699999999998,21.404999999999998
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,43.63999999999999,23.1292,34.912,11.782799999999998,21.82
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,14.301,7,0.7,-10.4874,47.669999999999995,24.7884,38.135999999999996,13.347599999999996,23.834999999999994
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,15.66,5,0.7,-12.528,52.199999999999996,28.188000000000002,41.76,13.571999999999996,26.099999999999994
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,28.854,6,0.7,-21.1596,96.17999999999998,50.0136,76.94399999999999,26.93039999999999,48.08999999999999
Standard Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,39.879,7,0.7,-29.2446,132.92999999999998,69.1236,106.344,37.2204,66.465
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,95.97,5,0.7,-73.577,319.9,169.547,255.92,86.37299999999999,159.95
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,695.7,2,0.5,-27.828,1391.4,723.528,1113.1200000000001,389.5920000000001,417.4200000000001
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,2.892,2,0.7,-2.3136,9.639999999999999,5.2056000000000004,7.712,2.5063999999999993,4.819999999999999
Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,43.63999999999999,23.1292,34.912,11.782799999999998,21.82
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,30.828,7,0.7,-24.6624,102.75999999999998,55.4904,82.20799999999998,26.717599999999983,51.37999999999998
Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,3.204,2,0.7,-2.4564,10.68,5.6604,8.544,2.8836000000000004,5.34
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Binders,3.282,2,0.7,-2.6256,10.939999999999998,5.9076,8.751999999999999,2.8443999999999985,5.469999999999999
Standard Class,Consumer,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,6.408,4,0.7,-4.9128,21.36,11.3208,17.088,5.767200000000001,10.68
Standard Class,Home Office,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,7.38,5,0.7,-5.412,24.599999999999994,12.792,19.679999999999996,6.887999999999996,12.299999999999997
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,2.808,3,0.7,-1.9656,9.359999999999998,4.7736,7.487999999999999,2.7143999999999986,4.679999999999999
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,38.088,4,0.7,-27.9312,126.95999999999998,66.0192,101.56799999999998,35.548799999999986,63.47999999999999
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,157.794,1,0.7,-115.7156,525.9799999999999,273.5096,420.78399999999993,147.27439999999996,262.98999999999995
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,3.564,2,0.7,-2.97,11.879999999999999,6.534000000000001,9.504,2.969999999999999,5.9399999999999995
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,8.1,5,0.7,-5.94,26.999999999999996,14.04,21.599999999999998,7.559999999999999,13.5
Second Class,Home Office,United States,Chattanooga,Tennessee,37421,South,Technology,Machines,91.475,1,0.5,-1.8295,182.95,93.30449999999999,146.35999999999999,53.055499999999995,54.885
Second Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Binders,1598.058,7,0.7,-1065.372,5326.859999999999,2663.4300000000003,4261.487999999999,1598.057999999999,2663.4299999999994
